"Statistic","CensusYear","County","UNIT","VALUE"
"Percentage change since previous census","1956","Co. Leitrim","%","-10.1"
"Percentage change since previous census","1956","Co. Limerick","%","-2.4"
"Percentage change since previous census","1956","Co. Longford","%","-4.6"
"Percentage change since previous census","1956","Co. Louth","%","0.6"
"Percentage change since previous census","1956","Co. Mayo","%","-6.2"
"Percentage change since previous census","1956","Co. Meath","%","0.6"
"Percentage change since previous census","1956","Co. Monaghan","%","-5.9"
"Percentage change since previous census","1956","Co. Offaly","%","-1.1"
"Percentage change since previous census","1956","Co. Roscommon","%","-6.4"
"Percentage change since previous census","1956","Co. Sligo","%","-6.1"
"Percentage change since previous census","1956","Co. Tipperary","%","-2.9"
"Percentage change since previous census","1956","Co. Waterford","%","-1.4"
"Percentage change since previous census","1956","Co. Westmeath","%","-0.6"
"Percentage change since previous census","1956","Co. Wexford","%","-3.1"
"Percentage change since previous census","1956","Co. Wicklow","%","-4.3"
"Percentage change since previous census","1961","Ireland","%","-2.8"
"Percentage change since previous census","1961","Co. Carlow","%","-1.6"
"Percentage change since previous census","1961","Co. Cavan","%","-8.3"
"Percentage change since previous census","1961","Co. Clare","%","-4.5"
"Percentage change since previous census","1961","Co. Cork","%","-1.8"
"Percentage change since previous census","1961","Co. Donegal","%","-6.7"
"Percentage change since previous census","1961","Co. Dublin","%","1.8"
"Percentage change since previous census","1961","Co. Galway","%","-3.6"
"Percentage change since previous census","1961","Co. Kerry","%","-4.6"
"Percentage change since previous census","1961","Co. Kildare","%","-2.3"
"Percentage change since previous census","1961","Co. Kilkenny","%","-3.8"
"Percentage change since previous census","1961","Co. Laois","%","-4.3"
"Percentage change since previous census","1961","Co. Leitrim","%","-9.7"
"Percentage change since previous census","1961","Co. Limerick","%","-3.3"
"Percentage change since previous census","1961","Co. Longford","%","-7.1"
"Percentage change since previous census","1961","Co. Louth","%","-2.6"
"Percentage change since previous census","1961","Co. Mayo","%","-7.3"
"Percentage change since previous census","1961","Co. Meath","%","-2.5"
"Percentage change since previous census","1961","Co. Monaghan","%","-9.6"
"Percentage change since previous census","1961","Co. Offaly","%","-0.8"
"Percentage change since previous census","1961","Co. Roscommon","%","-7.1"
"Percentage change since previous census","1961","Co. Sligo","%","-5.8"
"Percentage change since previous census","1961","Co. Tipperary","%","-4.3"
"Percentage change since previous census","1961","Co. Waterford","%","-3.5"
"Percentage change since previous census","1961","Co. Westmeath","%","-2.3"
"Percentage change since previous census","1961","Co. Wexford","%","-4.5"
"Percentage change since previous census","1961","Co. Wicklow","%","-2.4"
"Percentage change since previous census","1966","Ireland","%","2.3"
"Percentage change since previous census","1966","Co. Carlow","%","0.8"
"Percentage change since previous census","1966","Co. Cavan","%","-4.5"
"Percentage change since previous census","1966","Co. Clare","%","-0.1"
"Percentage change since previous census","1966","Co. Cork","%","2.8"
"Percentage change since previous census","1966","Co. Donegal","%","-4.6"
"Percentage change since previous census","1966","Co. Dublin","%","10.7"
"Percentage change since previous census","1966","Co. Galway","%","-1"
"Percentage change since previous census","1966","Co. Kerry","%","-3.2"
"Percentage change since previous census","1966","Co. Kildare","%","3.1"
"Percentage change since previous census","1966","Co. Kilkenny","%","-2"
"Percentage change since previous census","1966","Co. Laois","%","-1.1"
"Percentage change since previous census","1966","Co. Leitrim","%","-8.7"
"Percentage change since previous census","1966","Co. Limerick","%","3"
"Percentage change since previous census","1966","Co. Longford","%","-5.4"
"Percentage change since previous census","1966","Co. Louth","%","3.2"
"Percentage change since previous census","1966","Co. Mayo","%","-6.3"
"Percentage change since previous census","1966","Co. Meath","%","3.4"
"Percentage change since previous census","1966","Co. Monaghan","%","-2.9"
"Percentage change since previous census","1966","Co. Offaly","%","0.4"
"Percentage change since previous census","1966","Co. Roscommon","%","-5"
"Percentage change since previous census","1966","Co. Sligo","%","-4.3"
"Percentage change since previous census","1966","Co. Tipperary","%","-0.8"
"Percentage change since previous census","1966","Co. Waterford","%","2.3"
"Percentage change since previous census","1966","Co. Westmeath","%","0.1"
"Percentage change since previous census","1966","Co. Wexford","%","0.2"
"Percentage change since previous census","1966","Co. Wicklow","%","3.3"
"Percentage change since previous census","1971","Ireland","%","3.3"
"Percentage change since previous census","1971","Co. Carlow","%","1.9"
"Percentage change since previous census","1971","Co. Cavan","%","-2.6"
"Percentage change since previous census","1971","Co. Clare","%","1.9"
"Percentage change since previous census","1971","Co. Cork","%","3.9"
"Percentage change since previous census","1971","Co. Donegal","%","-0.2"
"Percentage change since previous census","1971","Co. Dublin","%","7.2"
"Percentage change since previous census","1971","Co. Galway","%","0.6"
"Percentage change since previous census","1971","Co. Kerry","%","0"
"Percentage change since previous census","1971","Co. Kildare","%","8.4"
"Percentage change since previous census","1971","Co. Kilkenny","%","1.7"
"Percentage change since previous census","1971","Co. Laois","%","1.5"
"Percentage change since previous census","1971","Co. Leitrim","%","-7.2"
"Percentage change since previous census","1971","Co. Limerick","%","2.3"
"Percentage change since previous census","1971","Co. Longford","%","-2.5"
"Percentage change since previous census","1971","Co. Louth","%","7.8"
"Percentage change since previous census","1971","Co. Mayo","%","-5.2"
"Percentage change since previous census","1971","Co. Meath","%","6.5"
"Percentage change since previous census","1971","Co. Monaghan","%","1.1"
"Percentage change since previous census","1971","Co. Offaly","%","0.2"
"Percentage change since previous census","1971","Co. Roscommon","%","-4.8"
"Percentage change since previous census","1971","Co. Sligo","%","-1.9"
"Percentage change since previous census","1971","Co. Tipperary","%","0.6"
"Percentage change since previous census","1971","Co. Waterford","%","5.8"
"Percentage change since previous census","1971","Co. Westmeath","%","1.3"
"Percentage change since previous census","1971","Co. Wexford","%","3.5"
"Percentage change since previous census","1971","Co. Wicklow","%","9.7"
"Percentage change since previous census","1979","Ireland","%","13.1"
"Percentage change since previous census","1979","Co. Carlow","%","12.9"
"Percentage change since previous census","1979","Co. Cavan","%","2.1"
"Percentage change since previous census","1979","Co. Clare","%","13.2"
"Percentage change since previous census","1979","Co. Cork","%","12.3"
"Percentage change since previous census","1979","Co. Donegal","%","12.5"
"Percentage change since previous census","1979","Co. Dublin","%","15.4"
"Percentage change since previous census","1979","Co. Galway","%","12.5"
"Percentage change since previous census","1979","Co. Kerry","%","6.7"
"Percentage change since previous census","1979","Co. Kildare","%","35"
"Percentage change since previous census","1979","Co. Kilkenny","%","12.5"
"Percentage change since previous census","1979","Co. Laois","%","10.3"
"Percentage change since previous census","1979","Co. Leitrim","%","-1.8"
"Percentage change since previous census","1979","Co. Limerick","%","12.1"
"Percentage change since previous census","1979","Co. Longford","%","9"
"Percentage change since previous census","1979","Co. Louth","%","14.9"
"Percentage change since previous census","1979","Co. Mayo","%","4.1"
"Percentage change since previous census","1979","Co. Meath","%","26.5"
"Percentage change since previous census","1979","Co. Monaghan","%","8.9"
"Percentage change since previous census","1979","Co. Offaly","%","10.6"
"Percentage change since previous census","1979","Co. Roscommon","%","1.3"
"Percentage change since previous census","1979","Co. Sligo","%","8.6"
"Percentage change since previous census","1979","Co. Tipperary","%","8.2"
"Percentage change since previous census","1979","Co. Waterford","%","12.9"
"Percentage change since previous census","1979","Co. Westmeath","%","11.8"
"Percentage change since previous census","1979","Co. Wexford","%","11.7"
"Percentage change since previous census","1979","Co. Wicklow","%","26.6"
"Percentage change since previous census","1981","Ireland","%","2.2"
"Percentage change since previous census","1981","Co. Carlow","%","3"
"Percentage change since previous census","1981","Co. Cavan","%","0.3"
"Percentage change since previous census","1981","Co. Clare","%","3.1"
"Percentage change since previous census","1981","Co. Cork","%","1.6"
"Percentage change since previous census","1981","Co. Donegal","%","2.6"
"Percentage change since previous census","1981","Co. Dublin","%","2"
"Percentage change since previous census","1981","Co. Galway","%","2.5"
"Percentage change since previous census","1981","Co. Kerry","%","2"
"Percentage change since previous census","1981","Co. Kildare","%","7.1"
"Percentage change since previous census","1981","Co. Kilkenny","%","2.4"
"Percentage change since previous census","1981","Co. Laois","%","2.5"
"Percentage change since previous census","1981","Co. Leitrim","%","-0.8"
"Percentage change since previous census","1981","Co. Limerick","%","2.7"
"Percentage change since previous census","1981","Co. Longford","%","1.2"
"Percentage change since previous census","1981","Co. Louth","%","2.8"
"Percentage change since previous census","1981","Co. Mayo","%","0.7"
"Percentage change since previous census","1981","Co. Meath","%","5.2"
"Percentage change since previous census","1981","Co. Monaghan","%","1.6"
"Percentage change since previous census","1981","Co. Offaly","%","1.7"
"Percentage change since previous census","1981","Co. Roscommon","%","0.7"
"Percentage change since previous census","1981","Co. Sligo","%","1.6"
"Percentage change since previous census","1981","Co. Tipperary","%","1.1"
"Percentage change since previous census","1981","Co. Waterford","%","1.5"
"Percentage change since previous census","1981","Co. Westmeath","%","2.7"
"Percentage change since previous census","1981","Co. Wexford","%","2.8"
"Percentage change since previous census","1981","Co. Wicklow","%","4.2"
"Percentage change since previous census","1986","Ireland","%","2.8"
"Percentage change since previous census","1986","Co. Carlow","%","2.9"
"Percentage change since previous census","1986","Co. Cavan","%","0.2"
"Percentage change since previous census","1986","Co. Clare","%","4.3"
"Percentage change since previous census","1986","Co. Cork","%","2.6"
"Percentage change since previous census","1986","Co. Donegal","%","3.6"
"Percentage change since previous census","1986","Co. Dublin","%","1.8"
"Percentage change since previous census","1986","Co. Galway","%","3.8"
"Percentage change since previous census","1986","Co. Kerry","%","1.1"
"Percentage change since previous census","1986","Co. Kildare","%","11.6"
"Percentage change since previous census","1986","Co. Kilkenny","%","3.4"
"Percentage change since previous census","1986","Co. Laois","%","4.1"
"Percentage change since previous census","1986","Co. Leitrim","%","-2.1"
"Percentage change since previous census","1986","Co. Limerick","%","1.8"
"Percentage change since previous census","1986","Co. Longford","%","1.1"
"Percentage change since previous census","1986","Co. Louth","%","3.7"
"Percentage change since previous census","1986","Co. Mayo","%","0.4"
"Percentage change since previous census","1986","Co. Meath","%","8.9"
"Percentage change since previous census","1986","Co. Monaghan","%","2.3"
"Percentage change since previous census","1986","Co. Offaly","%","2.6"
"Percentage change since previous census","1986","Co. Roscommon","%","0.1"
"Percentage change since previous census","1986","Co. Sligo","%","1"
"Percentage change since previous census","1986","Co. Tipperary","%","1"
"Percentage change since previous census","1986","Co. Waterford","%","2.9"
"Percentage change since previous census","1986","Co. Westmeath","%","3"
"Percentage change since previous census","1986","Co. Wexford","%","3.5"
"Percentage change since previous census","1986","Co. Wicklow","%","8.1"
"Percentage change since previous census","1991","Ireland","%","-0.4"
"Percentage change since previous census","1991","Co. Carlow","%","-0.1"
"Percentage change since previous census","1991","Co. Cavan","%","-2.2"
"Percentage change since previous census","1991","Co. Clare","%","-0.5"
"Percentage change since previous census","1991","Co. Cork","%","-0.6"
"Percentage change since previous census","1991","Co. Donegal","%","-1.2"
"Percentage change since previous census","1991","Co. Dublin","%","0.4"
"Percentage change since previous census","1991","Co. Galway","%","1"
"Percentage change since previous census","1991","Co. Kerry","%","-1.8"
"Percentage change since previous census","1991","Co. Kildare","%","5.5"
"Percentage change since previous census","1991","Co. Kilkenny","%","0.6"
"Percentage change since previous census","1991","Co. Laois","%","-1.8"
"Percentage change since previous census","1991","Co. Leitrim","%","-6.4"
"Percentage change since previous census","1991","Co. Limerick","%","-1.6"
"Percentage change since previous census","1991","Co. Longford","%","-3.8"
"Percentage change since previous census","1991","Co. Louth","%","-1.2"
"Percentage change since previous census","1991","Co. Mayo","%","-3.9"
"Percentage change since previous census","1991","Co. Meath","%","1.4"
"Percentage change since previous census","1991","Co. Monaghan","%","-2.1"
"Percentage change since previous census","1991","Co. Offaly","%","-2.2"
"Percentage change since previous census","1991","Co. Roscommon","%","-4.9"
"Percentage change since previous census","1991","Co. Sligo","%","-2.3"
"Percentage change since previous census","1991","Co. Tipperary","%","-2.8"
"Percentage change since previous census","1991","Co. Waterford","%","0.5"
"Percentage change since previous census","1991","Co. Westmeath","%","-2.4"
"Percentage change since previous census","1991","Co. Wexford","%","-0.5"
"Percentage change since previous census","1991","Co. Wicklow","%","2.9"
"Percentage change since previous census","1996","Ireland","%","2.8"
"Percentage change since previous census","1996","Co. Carlow","%","1.6"
"Percentage change since previous census","1996","Co. Cavan","%","0.3"
"Percentage change since previous census","1996","Co. Clare","%","3.4"
"Percentage change since previous census","1996","Co. Cork","%","2.5"
"Percentage change since previous census","1996","Co. Donegal","%","1.5"
"Percentage change since previous census","1996","Co. Dublin","%","3.2"
"Percentage change since previous census","1996","Co. Galway","%","4.7"
"Percentage change since previous census","1996","Co. Kerry","%","3.5"
"Percentage change since previous census","1996","Co. Kildare","%","10.1"
"Percentage change since previous census","1996","Co. Kilkenny","%","2.3"
"Percentage change since previous census","1996","Co. Laois","%","1.2"
"Percentage change since previous census","1996","Co. Leitrim","%","-1"
"Percentage change since previous census","1996","Co. Limerick","%","1.9"
"Percentage change since previous census","1996","Co. Longford","%","-0.4"
"Percentage change since previous census","1996","Co. Louth","%","1.6"
"Percentage change since previous census","1996","Co. Mayo","%","0.7"
"Percentage change since previous census","1996","Co. Meath","%","4.1"
"Percentage change since previous census","1996","Co. Monaghan","%","0"
"Percentage change since previous census","1996","Co. Offaly","%","1.1"
"Percentage change since previous census","1996","Co. Roscommon","%","0.2"
"Percentage change since previous census","1996","Co. Sligo","%","1.9"
"Percentage change since previous census","1996","Co. Tipperary","%","0.6"
"Percentage change since previous census","1996","Co. Waterford","%","3.3"
"Percentage change since previous census","1996","Co. Westmeath","%","2.3"
"Percentage change since previous census","1996","Co. Wexford","%","2.3"
"Percentage change since previous census","1996","Co. Wicklow","%","5.6"
"Percentage change since previous census","2002","Ireland","%","8"
"Percentage change since previous census","2002","Co. Carlow","%","10.6"
"Percentage change since previous census","2002","Co. Cavan","%","6.8"
"Percentage change since previous census","2002","Co. Clare","%","9.9"
"Percentage change since previous census","2002","Co. Cork","%","6.5"
"Percentage change since previous census","2002","Co. Donegal","%","5.8"
"Percentage change since previous census","2002","Co. Dublin","%","6.1"
"Percentage change since previous census","2002","Co. Galway","%","10.7"
"Percentage change since previous census","2002","Co. Kerry","%","5.1"
"Percentage change since previous census","2002","Co. Kildare","%","21.4"
"Percentage change since previous census","2002","Co. Kilkenny","%","6.6"
"Percentage change since previous census","2002","Co. Laois","%","11"
"Percentage change since previous census","2002","Co. Leitrim","%","3"
"Percentage change since previous census","2002","Co. Limerick","%","6.2"
"Percentage change since previous census","2002","Co. Longford","%","3"
"Percentage change since previous census","2002","Co. Louth","%","10.5"
"Percentage change since previous census","2002","Co. Mayo","%","5.3"
"Percentage change since previous census","2002","Co. Meath","%","22.1"
"Percentage change since previous census","2002","Co. Monaghan","%","2.5"
"Percentage change since previous census","2002","Co. Offaly","%","7.7"
"Percentage change since previous census","2002","Co. Roscommon","%","3.5"
"Percentage change since previous census","2002","Co. Sligo","%","4.3"
"Percentage change since previous census","2002","Co. Tipperary","%","4.9"
"Percentage change since previous census","2002","Co. Waterford","%","7.3"
"Percentage change since previous census","2002","Co. Westmeath","%","13.5"
"Percentage change since previous census","2002","Co. Wexford","%","11.7"
"Percentage change since previous census","2002","Co. Wicklow","%","11.7"
"Percentage change since previous census","2006","Ireland","%","8.2"
"Percentage change since previous census","2006","Co. Carlow","%","9.4"
"Percentage change since previous census","2006","Co. Cavan","%","13.2"
"Percentage change since previous census","2006","Co. Clare","%","7.4"
"Percentage change since previous census","2006","Co. Cork","%","7.5"
"Percentage change since previous census","2006","Co. Donegal","%","7"
"Percentage change since previous census","2006","Co. Dublin","%","5.7"
"Percentage change since previous census","2006","Co. Galway","%","10.8"
"Percentage change since previous census","2006","Co. Kerry","%","5.5"
"Percentage change since previous census","2006","Co. Kildare","%","13.7"
"Percentage change since previous census","2006","Co. Kilkenny","%","9"
"Percentage change since previous census","2006","Co. Laois","%","14.1"
"Percentage change since previous census","2006","Co. Leitrim","%","12.2"
"Percentage change since previous census","2006","Co. Limerick","%","5"
"Percentage change since previous census","2006","Co. Longford","%","10.7"
"Percentage change since previous census","2006","Co. Louth","%","9.3"
"Percentage change since previous census","2006","Co. Mayo","%","5.4"
"Percentage change since previous census","2006","Co. Meath","%","21.5"
"Percentage change since previous census","2006","Co. Monaghan","%","6.5"
"Percentage change since previous census","2006","Co. Offaly","%","11.3"
"Percentage change since previous census","2006","Co. Roscommon","%","9.3"
"Percentage change since previous census","2006","Co. Sligo","%","4.6"
"Percentage change since previous census","2006","Co. Tipperary","%","6.5"
"Percentage change since previous census","2006","Co. Waterford","%","6.3"
"Percentage change since previous census","2006","Co. Westmeath","%","10.4"
"Percentage change since previous census","2006","Co. Wexford","%","13"
"Percentage change since previous census","2006","Co. Wicklow","%","10"
"Percentage change since previous census","2011","Ireland","%","8.2"
"Percentage change since previous census","2011","Co. Carlow","%","8.5"
"Percentage change since previous census","2011","Co. Cavan","%","14.3"
"Percentage change since previous census","2011","Co. Clare","%","5.6"
"Percentage change since previous census","2011","Co. Cork","%","7.8"
"Percentage change since previous census","2011","Co. Donegal","%","9.4"
"Percentage change since previous census","2011","Co. Dublin","%","7.2"
"Percentage change since previous census","2011","Co. Galway","%","8.2"
"Percentage change since previous census","2011","Co. Kerry","%","4.1"
"Percentage change since previous census","2011","Co. Kildare","%","12.9"
"Percentage change since previous census","2011","Co. Kilkenny","%","9"
"Percentage change since previous census","2011","Co. Laois","%","20.1"
"Percentage change since previous census","2011","Co. Leitrim","%","9.8"
"Percentage change since previous census","2011","Co. Limerick","%","4.2"
"Percentage change since previous census","2011","Co. Longford","%","13.4"
"Percentage change since previous census","2011","Co. Louth","%","10.5"
"Percentage change since previous census","2011","Co. Mayo","%","5.5"
"Percentage change since previous census","2011","Co. Meath","%","13.1"
"Percentage change since previous census","2011","Co. Monaghan","%","8"
"Percentage change since previous census","2011","Co. Offaly","%","8.2"
"Percentage change since previous census","2011","Co. Roscommon","%","9"
"Percentage change since previous census","2011","Co. Sligo","%","7.4"
"Percentage change since previous census","2011","Co. Tipperary","%","6.4"
"Percentage change since previous census","2011","Co. Waterford","%","5.4"
"Percentage change since previous census","2011","Co. Westmeath","%","8.6"
"Percentage change since previous census","2011","Co. Wexford","%","10.3"
"Percentage change since previous census","2011","Co. Wicklow","%","8.3"
"Percentage change since previous census","2016","Ireland","%","3.8"
"Percentage change since previous census","2016","Co. Carlow","%","4.2"
"Percentage change since previous census","2016","Co. Cavan","%","4.1"
"Percentage change since previous census","2016","Co. Clare","%","1.4"
"Percentage change since previous census","2016","Co. Cork","%","4.6"
"Percentage change since previous census","2016","Co. Donegal","%","-1.2"
"Percentage change since previous census","2016","Co. Dublin","%","5.8"
"Percentage change since previous census","2016","Co. Galway","%","3"
"Percentage change since previous census","2016","Co. Kerry","%","1.5"
"Percentage change since previous census","2016","Co. Kildare","%","5.8"
"Percentage change since previous census","2016","Co. Kilkenny","%","4"
"Percentage change since previous census","2016","Co. Laois","%","5.1"
"Percentage change since previous census","2016","Co. Leitrim","%","0.8"
"Percentage change since previous census","2016","Co. Limerick","%","1.6"
"Percentage change since previous census","2016","Co. Longford","%","4.8"
"Percentage change since previous census","2016","Co. Louth","%","4.9"
"Percentage change since previous census","2016","Co. Mayo","%","-0.1"
"Percentage change since previous census","2016","Co. Meath","%","5.9"
"Percentage change since previous census","2016","Co. Monaghan","%","1.5"
"Percentage change since previous census","2016","Co. Offaly","%","1.7"
"Percentage change since previous census","2016","Co. Roscommon","%","0.7"
"Percentage change since previous census","2016","Co. Sligo","%","0.2"
"Percentage change since previous census","2016","Co. Tipperary","%","0.5"
"Percentage change since previous census","2016","Co. Waterford","%","2.1"
"Percentage change since previous census","2016","Co. Westmeath","%","3"
"Percentage change since previous census","2016","Co. Wexford","%","3"
"Percentage change since previous census","2016","Co. Wicklow","%","4.2"
"Percentage change since previous census","2022","Ireland","%","7.6"
"Percentage change since previous census","2022","Co. Carlow","%","8.78"
"Percentage change since previous census","2022","Co. Cavan","%","6.6"
"Percentage change since previous census","2022","Co. Clare","%","7.24"
"Percentage change since previous census","2022","Co. Cork","%","7.07"
"Percentage change since previous census","2022","Co. Donegal","%","4.48"
"Percentage change since previous census","2022","Co. Dublin","%","7.67"
"Percentage change since previous census","2022","Co. Galway","%","7.13"
"Percentage change since previous census","2022","Co. Kerry","%","5.11"
"Percentage change since previous census","2022","Co. Kildare","%","11"
"Percentage change since previous census","2022","Co. Kilkenny","%","4.49"
"Percentage change since previous census","2022","Co. Laois","%","8.22"
"Percentage change since previous census","2022","Co. Leitrim","%","9.5"
"Percentage change since previous census","2022","Co. Limerick","%","5.41"
"Percentage change since previous census","2022","Co. Longford","%","14.09"
"Percentage change since previous census","2022","Co. Louth","%","7.93"
"Percentage change since previous census","2022","Co. Mayo","%","5.15"
"Percentage change since previous census","2022","Co. Meath","%","12.95"
"Percentage change since previous census","2022","Co. Monaghan","%","5.61"
"Percentage change since previous census","2022","Co. Offaly","%","6.04"
"Percentage change since previous census","2022","Co. Roscommon","%","8.45"
"Percentage change since previous census","2022","Co. Sligo","%","6.54"
"Percentage change since previous census","2022","Co. Tipperary","%","5.08"
"Percentage change since previous census","2022","Co. Waterford","%","9.39"
"Percentage change since previous census","2022","Co. Westmeath","%","7.96"
"Percentage change since previous census","2022","Co. Wexford","%","9.22"
"Percentage change since previous census","2022","Co. Wicklow","%","9.17"
